2025-02-10 00:45:00,180 DEBUG:Days list: ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']
2025-02-10 00:45:00,207 DEBUG:=== 試行回数 1 ===
2025-02-10 00:58:02,766 DEBUG:[fill_len2_cat3] Assigned 電子回路I -> Wednesday, p=1
2025-02-10 00:58:02,767 DEBUG:[fill_len2_cat3] Assigned 情報理論 -> Wednesday, p=1
2025-02-10 00:58:02,768 DEBUG:[fill_len2_cat3] Assigned ライフサイエンス・アースサイエンス -> Wednesday, p=1
2025-02-10 00:58:02,768 DEBUG:[fill_len2_cat3] Assigned 都市計画 -> Wednesday, p=1
2025-02-10 00:58:02,769 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Wednesday, p=1
2025-02-10 00:58:02,770 DEBUG:[fill_len2_cat3] Assigned 流体力学△ -> Wednesday, p=1
2025-02-10 00:58:02,771 DEBUG:[fill_len2_cat3] Assigned 線形代数 -> Wednesday, p=1
2025-02-10 00:58:02,773 DEBUG:[fill_len2_cat3] Assigned 工学デザイン基礎Ⅲ -> Thursday, p=1
2025-02-10 00:58:02,773 DEBUG:[fill_len2_cat3] Assigned 基礎英語W -> Thursday, p=1
2025-02-10 00:58:02,773 DEBUG:[fill_len2_cat3] Assigned 哲学 -> Thursday, p=1
2025-02-10 00:58:02,773 DEBUG:[fill_len2_cat3] Assigned コンピュータグラフィックス△ -> Thursday, p=1
2025-02-10 00:58:02,774 DEBUG:[fill_len2_cat3] Assigned 鋼構造学II△ -> Thursday, p=1
2025-02-10 00:58:02,774 DEBUG:[fill_len2_cat3] Assigned 基礎コンピュータ工学 -> Thursday, p=1
2025-02-10 00:58:02,775 DEBUG:[fill_len2_cat3] Assigned 弾塑性論 -> Thursday, p=1
2025-02-10 00:58:02,775 DEBUG:[fill_len2_cat3] Assigned 測量学I -> Thursday, p=1
2025-02-10 00:58:02,776 DEBUG:[fill_len2_cat3] Assigned プログラミング応用 -> Thursday, p=1
2025-02-10 00:58:02,777 DEBUG:[fill_len2_cat3] Assigned ディジタル信号処理 -> Friday, p=1
2025-02-10 00:58:02,777 DEBUG:[fill_len2_cat3] Assigned 情報処理 -> Friday, p=1
2025-02-10 00:58:02,778 DEBUG:[fill_len2_cat3] Assigned 工学デザインII -> Friday, p=1
2025-02-10 00:58:02,778 DEBUG:[fill_len2_cat3] Assigned 機械の基礎 -> Friday, p=1
2025-02-10 00:58:02,778 DEBUG:[fill_len2_cat3] Assigned 材料力学II -> Friday, p=1
2025-02-10 00:58:02,779 DEBUG:[fill_len2_cat3] Assigned プログラミング言語 -> Friday, p=1
2025-02-10 00:58:02,779 DEBUG:[fill_len2_cat3] Assigned ソフトウェア工学 -> Friday, p=1
2025-02-10 00:58:02,780 DEBUG:[fill_len2_cat3] Assigned 建築施工法△ -> Friday, p=1
2025-02-10 00:58:02,780 DEBUG:[fill_len2_cat3] Assigned 国語IB -> Friday, p=1
2025-02-10 00:58:02,781 DEBUG:[fill_len2_cat3] Assigned 哲学 -> Friday, p=1
2025-02-10 00:58:02,781 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Friday, p=1
2025-02-10 00:58:02,782 DEBUG:[fill_len2_cat3] Assigned 工業英語II -> Friday, p=1
2025-02-10 00:58:02,783 DEBUG:[fill_len2_cat3] Assigned 数学IA -> Friday, p=1
2025-02-10 00:58:02,784 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Friday, p=1
2025-02-10 00:58:02,786 DEBUG:[fill_len2_cat3] Assigned 総合英語IR -> Monday, p=2
2025-02-10 00:58:02,786 DEBUG:[fill_len2_cat3] Assigned アナログ回路 -> Monday, p=2
2025-02-10 00:58:02,787 DEBUG:[fill_len2_cat3] Assigned 化学基礎 -> Monday, p=2
2025-02-10 00:58:02,787 DEBUG:[fill_len2_cat3] Assigned 設計製図I -> Monday, p=2
2025-02-10 00:58:02,787 DEBUG:[fill_len2_cat3] Assigned 関数論 -> Monday, p=2
2025-02-10 00:58:02,788 DEBUG:[fill_len2_cat3] Assigned 数学ⅢA -> Monday, p=2
2025-02-10 00:58:02,788 DEBUG:[fill_len2_cat3] Assigned 物理I -> Monday, p=2
2025-02-10 00:58:02,789 DEBUG:[fill_len2_cat3] Assigned 微分積分学I -> Monday, p=2
2025-02-10 00:58:02,790 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Monday, p=2
2025-02-10 00:58:02,790 DEBUG:[fill_len2_cat3] Assigned 機能材料△ -> Monday, p=2
2025-02-10 00:58:02,791 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Monday, p=2
2025-02-10 00:58:02,792 DEBUG:[fill_len2_cat3] Assigned 国語IA -> Monday, p=2
2025-02-10 00:58:02,794 DEBUG:[fill_len2_cat3] Assigned 英会話 -> Tuesday, p=2
2025-02-10 00:58:02,794 DEBUG:[fill_len2_cat3] Assigned 基礎英語W -> Tuesday, p=2
2025-02-10 00:58:02,794 DEBUG:[fill_len2_cat3] Assigned 計測工学 -> Tuesday, p=2
2025-02-10 00:58:02,794 DEBUG:[fill_len2_cat3] Assigned CAD基礎 -> Tuesday, p=2
2025-02-10 00:58:02,795 DEBUG:[fill_len2_cat3] Assigned 国語IB -> Tuesday, p=2
2025-02-10 00:58:02,795 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Tuesday, p=2
2025-02-10 00:58:02,796 DEBUG:[fill_len2_cat3] Assigned 構造力学 -> Tuesday, p=2
2025-02-10 00:58:02,796 DEBUG:[fill_len2_cat3] Assigned ベクトル解析 -> Tuesday, p=2
2025-02-10 00:58:02,797 DEBUG:[fill_len2_cat3] Assigned 機構学 -> Tuesday, p=2
2025-02-10 00:58:02,798 DEBUG:[fill_len2_cat3] Assigned プレストレストコンクリート工学△ -> Tuesday, p=2
2025-02-10 00:58:02,798 DEBUG:[fill_len2_cat3] Assigned コンピュータアーキテクチャ -> Tuesday, p=2
2025-02-10 00:58:02,799 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Tuesday, p=2
2025-02-10 00:58:02,800 DEBUG:[fill_len2_cat3] Assigned 機械力学II -> Tuesday, p=2
2025-02-10 00:58:02,801 DEBUG:[fill_len2_cat3] Assigned 情報処理 -> Wednesday, p=2
2025-02-10 00:58:02,802 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Wednesday, p=2
2025-02-10 00:58:02,802 DEBUG:[fill_len2_cat3] Assigned プログラミング -> Wednesday, p=2
2025-02-10 00:58:02,803 DEBUG:[fill_len2_cat3] Assigned 水力学II -> Wednesday, p=2
2025-02-10 00:58:02,803 DEBUG:[fill_len2_cat3] Assigned 鉄筋コンクリート工学 -> Wednesday, p=2
2025-02-10 00:58:02,804 DEBUG:[fill_len2_cat3] Assigned 建築構造設計 -> Wednesday, p=2
2025-02-10 00:58:02,804 DEBUG:[fill_len2_cat3] Assigned 熱機関 -> Wednesday, p=2
2025-02-10 00:58:02,805 DEBUG:[fill_len2_cat3] Assigned アクチュエータ -> Wednesday, p=2
2025-02-10 00:58:02,806 DEBUG:[fill_len2_cat3] Assigned プログラミング応用 -> Wednesday, p=2
2025-02-10 00:58:02,807 DEBUG:[fill_len2_cat3] Assigned 構造力学基礎 -> Wednesday, p=2
2025-02-10 00:58:02,808 DEBUG:[fill_len2_cat3] Assigned 確率 -> Thursday, p=2
2025-02-10 00:58:02,808 DEBUG:[fill_len2_cat3] Assigned 画像工学△ -> Thursday, p=2
2025-02-10 00:58:02,808 DEBUG:[fill_len2_cat3] Assigned 河海工学II△ -> Thursday, p=2
2025-02-10 00:58:02,809 DEBUG:[fill_len2_cat3] Assigned 国語総合II -> Thursday, p=2
2025-02-10 00:58:02,809 DEBUG:[fill_len2_cat3] Assigned 電磁気学 -> Thursday, p=2
2025-02-10 00:58:02,810 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Thursday, p=2
2025-02-10 00:58:02,810 DEBUG:[fill_len2_cat3] Assigned 計算力学 -> Thursday, p=2
2025-02-10 00:58:02,811 DEBUG:[fill_len2_cat3] Assigned 英会話 -> Thursday, p=2
2025-02-10 00:58:02,811 DEBUG:[fill_len2_cat3] Assigned 数学IA -> Thursday, p=2
2025-02-10 00:58:02,812 DEBUG:[fill_len2_cat3] Assigned 材料学I -> Thursday, p=2
2025-02-10 00:58:02,812 DEBUG:[fill_len2_cat3] Assigned 数学IIB -> Thursday, p=2
2025-02-10 00:58:02,813 DEBUG:[fill_len2_cat3] Assigned 国語IB -> Thursday, p=2
2025-02-10 00:58:02,814 DEBUG:[fill_len2_cat3] Assigned 構造力学基礎 -> Thursday, p=2
2025-02-10 00:58:02,815 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Thursday, p=2
2025-02-10 00:58:02,815 DEBUG:[fill_len2_cat3] Assigned 数学ⅢA -> Friday, p=2
2025-02-10 00:58:02,816 DEBUG:[fill_len2_cat3] Assigned システムプログラミングII -> Friday, p=2
2025-02-10 00:58:02,816 DEBUG:[fill_len2_cat3] Assigned 工学セミナー△ -> Friday, p=2
2025-02-10 00:58:02,817 DEBUG:[fill_len2_cat3] Assigned 技術者倫理 -> Friday, p=2
2025-02-10 00:58:02,817 DEBUG:[fill_len2_cat3] Assigned 材料学II -> Friday, p=2
2025-02-10 00:58:02,817 DEBUG:[fill_len2_cat3] Assigned 歴史 -> Friday, p=2
2025-02-10 00:58:02,818 DEBUG:[fill_len2_cat3] Assigned 電気回路 -> Friday, p=2
2025-02-10 00:58:02,818 DEBUG:[fill_len2_cat3] Assigned 国語IA -> Friday, p=2
2025-02-10 00:58:02,819 DEBUG:[fill_len2_cat3] Assigned 数学IB -> Friday, p=2
2025-02-10 00:58:02,819 DEBUG:[fill_len2_cat3] Assigned 倫理 -> Friday, p=2
2025-02-10 00:58:02,820 DEBUG:[fill_len2_cat3] Assigned 数学IIA -> Friday, p=2
2025-02-10 00:58:02,822 DEBUG:[DEBUG] Found empty slot -> Wednesday p=2, grade=IE5
2025-02-10 00:58:02,822 DEBUG:[DEBUG] No direct course for Wednesday, p=2, grade=IE5 -> Trying swap
2025-02-10 00:58:02,822 DEBUG:[DEBUG] Unassigned 数学演習 from Monday, p=3
2025-02-10 00:58:02,822 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学演習
2025-02-10 00:58:02,822 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=0
2025-02-10 00:58:02,822 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 体育
2025-02-10 00:58:02,822 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=1
2025-02-10 00:58:02,822 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 体育
2025-02-10 00:58:02,822 DEBUG:[DEBUG] Unassigned 応用数物演習△ from Monday, p=0
2025-02-10 00:58:02,822 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 応用数物演習△
2025-02-10 00:58:02,823 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=0
2025-02-10 00:58:02,823 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:02,823 DEBUG:[DEBUG] Unassigned 応用解析学概論△ from Monday, p=1
2025-02-10 00:58:02,823 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 応用解析学概論△
2025-02-10 00:58:02,823 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=2
2025-02-10 00:58:02,823 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 創造演習
2025-02-10 00:58:02,823 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:02,823 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:02,823 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:02,823 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:02,823 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=1
2025-02-10 00:58:02,824 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:02,824 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:58:02,824 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 創造演習
2025-02-10 00:58:02,824 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:58:02,824 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 測量学特論
2025-02-10 00:58:02,824 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:58:02,824 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign データベース
2025-02-10 00:58:02,824 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:58:02,824 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 創造製作
2025-02-10 00:58:02,824 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:58:02,825 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 創造製作
2025-02-10 00:58:02,825 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:58:02,825 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学IIB
2025-02-10 00:58:02,825 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:58:02,825 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 基礎設計図II
2025-02-10 00:58:02,825 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:58:02,825 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 国語総合II
2025-02-10 00:58:02,825 DEBUG:[DEBUG] Unassigned 倫理 from Monday, p=0
2025-02-10 00:58:02,825 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 倫理
2025-02-10 00:58:02,825 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Monday, p=1
2025-02-10 00:58:02,826 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:58:02,826 DEBUG:[DEBUG] Unassigned コンピュータ制御 from Monday, p=1
2025-02-10 00:58:02,826 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign コンピュータ制御
2025-02-10 00:58:02,826 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=1
2025-02-10 00:58:02,826 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 総合英語IR
2025-02-10 00:58:02,826 DEBUG:[DEBUG] Unassigned コンピュータシステム概論 from Monday, p=1
2025-02-10 00:58:02,826 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign コンピュータシステム概論
2025-02-10 00:58:02,826 DEBUG:[DEBUG] Unassigned ネットワークアーキテクチャ from Monday, p=1
2025-02-10 00:58:02,826 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign ネットワークアーキテクチャ
2025-02-10 00:58:02,826 DEBUG:[DEBUG] Unassigned 物理I from Monday, p=1
2025-02-10 00:58:02,827 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 物理I
2025-02-10 00:58:02,827 DEBUG:[DEBUG] Unassigned 制御工学II from Monday, p=1
2025-02-10 00:58:02,827 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 制御工学II
2025-02-10 00:58:02,827 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=2
2025-02-10 00:58:02,827 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 総合英語IR
2025-02-10 00:58:02,827 DEBUG:[DEBUG] Unassigned アナログ回路 from Monday, p=2
2025-02-10 00:58:02,827 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign アナログ回路
2025-02-10 00:58:02,827 DEBUG:[DEBUG] Unassigned 化学基礎 from Monday, p=2
2025-02-10 00:58:02,827 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 化学基礎
2025-02-10 00:58:02,827 DEBUG:[DEBUG] Unassigned 設計製図I from Monday, p=2
2025-02-10 00:58:02,827 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 設計製図I
2025-02-10 00:58:02,827 DEBUG:[DEBUG] Unassigned 関数論 from Monday, p=2
2025-02-10 00:58:02,828 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 関数論
2025-02-10 00:58:02,828 DEBUG:[DEBUG] Unassigned 数学ⅢA from Monday, p=2
2025-02-10 00:58:02,828 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学ⅢA
2025-02-10 00:58:02,828 DEBUG:[DEBUG] Unassigned 物理I from Monday, p=2
2025-02-10 00:58:02,828 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 物理I
2025-02-10 00:58:02,828 DEBUG:[DEBUG] Unassigned 微分積分学I from Monday, p=2
2025-02-10 00:58:02,828 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 微分積分学I
2025-02-10 00:58:02,828 DEBUG:[DEBUG] Unassigned 数学IB from Monday, p=2
2025-02-10 00:58:02,828 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学IB
2025-02-10 00:58:02,828 DEBUG:[DEBUG] Unassigned 機能材料△ from Monday, p=2
2025-02-10 00:58:02,829 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 機能材料△
2025-02-10 00:58:02,829 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=2
2025-02-10 00:58:02,829 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 数学IIA
2025-02-10 00:58:02,829 DEBUG:[DEBUG] Unassigned 国語IA from Monday, p=2
2025-02-10 00:58:02,829 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 国語IA
2025-02-10 00:58:02,829 DEBUG:[DEBUG] Unassigned 体育 from Tuesday, p=0
2025-02-10 00:58:02,829 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 体育
2025-02-10 00:58:02,829 DEBUG:[DEBUG] Unassigned 体育 from Tuesday, p=1
2025-02-10 00:58:02,829 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 体育
2025-02-10 00:58:02,829 DEBUG:[DEBUG] Unassigned 測量学II from Tuesday, p=1
2025-02-10 00:58:02,830 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 測量学II
2025-02-10 00:58:02,830 DEBUG:[DEBUG] Unassigned 総合英語IW from Tuesday, p=1
2025-02-10 00:58:02,830 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 総合英語IW
2025-02-10 00:58:02,830 DEBUG:[DEBUG] Unassigned 総合英語IW from Tuesday, p=2
2025-02-10 00:58:02,830 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 総合英語IW
2025-02-10 00:58:02,830 DEBUG:[DEBUG] Unassigned 電子情報通信システム実験 from Tuesday, p=2
2025-02-10 00:58:02,830 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 電子情報通信システム実験
2025-02-10 00:58:02,830 DEBUG:[DEBUG] Unassigned 電子情報通信システム実験 from Tuesday, p=3
2025-02-10 00:58:02,830 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 電子情報通信システム実験
2025-02-10 00:58:02,830 DEBUG:[DEBUG] Unassigned 国語総合II from Tuesday, p=0
2025-02-10 00:58:02,830 DEBUG:[SWAP] Failed to fill Wednesday p=2, revert unassign 国語総合II
2025-02-10 00:58:02,831 DEBUG:[DEBUG] Unassigned 総合英語演習II from Tuesday, p=0
2025-02-10 00:58:02,831 DEBUG:[SWAP] Assigned 総合英語演習II to fill empty Wednesday p=2, grade=IE5
2025-02-10 00:58:02,831 DEBUG:[DEBUG] Found empty slot -> Friday p=2, grade=ME3
2025-02-10 00:58:02,831 DEBUG:[DEBUG] No direct course for Friday, p=2, grade=ME3 -> Trying swap
2025-02-10 00:58:02,831 DEBUG:[DEBUG] Unassigned 数学演習 from Monday, p=3
2025-02-10 00:58:02,832 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学演習
2025-02-10 00:58:02,832 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=0
2025-02-10 00:58:02,832 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 体育
2025-02-10 00:58:02,832 DEBUG:[DEBUG] Unassigned 体育 from Monday, p=1
2025-02-10 00:58:02,832 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 体育
2025-02-10 00:58:02,832 DEBUG:[DEBUG] Unassigned 応用数物演習△ from Monday, p=0
2025-02-10 00:58:02,832 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 応用数物演習△
2025-02-10 00:58:02,832 DEBUG:[DEBUG] Unassigned ライフサイエンス・アースサイエンス from Monday, p=0
2025-02-10 00:58:02,833 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign ライフサイエンス・アースサイエンス
2025-02-10 00:58:02,833 DEBUG:[DEBUG] Unassigned 応用解析学概論△ from Monday, p=1
2025-02-10 00:58:02,833 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 応用解析学概論△
2025-02-10 00:58:02,833 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=2
2025-02-10 00:58:02,833 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造演習
2025-02-10 00:58:02,833 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:02,833 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:02,833 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=0
2025-02-10 00:58:02,834 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:02,834 DEBUG:[DEBUG] Unassigned 数学ⅢB from Monday, p=1
2025-02-10 00:58:02,834 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢB
2025-02-10 00:58:02,834 DEBUG:[DEBUG] Unassigned 創造演習 from Monday, p=3
2025-02-10 00:58:02,834 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造演習
2025-02-10 00:58:02,834 DEBUG:[DEBUG] Unassigned 測量学特論 from Monday, p=1
2025-02-10 00:58:02,834 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 測量学特論
2025-02-10 00:58:02,834 DEBUG:[DEBUG] Unassigned データベース from Monday, p=2
2025-02-10 00:58:02,835 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign データベース
2025-02-10 00:58:02,835 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=2
2025-02-10 00:58:02,835 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造製作
2025-02-10 00:58:02,835 DEBUG:[DEBUG] Unassigned 創造製作 from Monday, p=3
2025-02-10 00:58:02,835 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 創造製作
2025-02-10 00:58:02,835 DEBUG:[DEBUG] Unassigned 数学IIB from Monday, p=0
2025-02-10 00:58:02,835 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIB
2025-02-10 00:58:02,835 DEBUG:[DEBUG] Unassigned 基礎設計図II from Monday, p=0
2025-02-10 00:58:02,836 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 基礎設計図II
2025-02-10 00:58:02,836 DEBUG:[DEBUG] Unassigned 国語総合II from Monday, p=0
2025-02-10 00:58:02,836 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 国語総合II
2025-02-10 00:58:02,836 DEBUG:[DEBUG] Unassigned 倫理 from Monday, p=0
2025-02-10 00:58:02,836 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 倫理
2025-02-10 00:58:02,836 DEBUG:[DEBUG] Unassigned 工学デザイン基礎II from Monday, p=1
2025-02-10 00:58:02,836 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 工学デザイン基礎II
2025-02-10 00:58:02,836 DEBUG:[DEBUG] Unassigned コンピュータ制御 from Monday, p=1
2025-02-10 00:58:02,837 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign コンピュータ制御
2025-02-10 00:58:02,837 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=1
2025-02-10 00:58:02,837 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 総合英語IR
2025-02-10 00:58:02,837 DEBUG:[DEBUG] Unassigned コンピュータシステム概論 from Monday, p=1
2025-02-10 00:58:02,837 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign コンピュータシステム概論
2025-02-10 00:58:02,837 DEBUG:[DEBUG] Unassigned ネットワークアーキテクチャ from Monday, p=1
2025-02-10 00:58:02,837 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign ネットワークアーキテクチャ
2025-02-10 00:58:02,837 DEBUG:[DEBUG] Unassigned 物理I from Monday, p=1
2025-02-10 00:58:02,838 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 物理I
2025-02-10 00:58:02,838 DEBUG:[DEBUG] Unassigned 制御工学II from Monday, p=1
2025-02-10 00:58:02,838 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 制御工学II
2025-02-10 00:58:02,838 DEBUG:[DEBUG] Unassigned 総合英語IR from Monday, p=2
2025-02-10 00:58:02,838 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 総合英語IR
2025-02-10 00:58:02,838 DEBUG:[DEBUG] Unassigned アナログ回路 from Monday, p=2
2025-02-10 00:58:02,838 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign アナログ回路
2025-02-10 00:58:02,838 DEBUG:[DEBUG] Unassigned 化学基礎 from Monday, p=2
2025-02-10 00:58:02,839 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 化学基礎
2025-02-10 00:58:02,839 DEBUG:[DEBUG] Unassigned 設計製図I from Monday, p=2
2025-02-10 00:58:02,839 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 設計製図I
2025-02-10 00:58:02,839 DEBUG:[DEBUG] Unassigned 関数論 from Monday, p=2
2025-02-10 00:58:02,839 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 関数論
2025-02-10 00:58:02,839 DEBUG:[DEBUG] Unassigned 数学ⅢA from Monday, p=2
2025-02-10 00:58:02,839 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学ⅢA
2025-02-10 00:58:02,839 DEBUG:[DEBUG] Unassigned 物理I from Monday, p=2
2025-02-10 00:58:02,840 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 物理I
2025-02-10 00:58:02,840 DEBUG:[DEBUG] Unassigned 微分積分学I from Monday, p=2
2025-02-10 00:58:02,840 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 微分積分学I
2025-02-10 00:58:02,840 DEBUG:[DEBUG] Unassigned 数学IB from Monday, p=2
2025-02-10 00:58:02,840 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IB
2025-02-10 00:58:02,840 DEBUG:[DEBUG] Unassigned 機能材料△ from Monday, p=2
2025-02-10 00:58:02,840 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 機能材料△
2025-02-10 00:58:02,840 DEBUG:[DEBUG] Unassigned 数学IIA from Monday, p=2
2025-02-10 00:58:02,841 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 数学IIA
2025-02-10 00:58:02,841 DEBUG:[DEBUG] Unassigned 国語IA from Monday, p=2
2025-02-10 00:58:02,841 DEBUG:[SWAP] Failed to fill Friday p=2, revert unassign 国語IA
2025-02-10 00:58:02,841 DEBUG:[DEBUG] Unassigned 工学実験II from Tuesday, p=0
